	Date	Time	Emotion
701	2022-04-14	18:37:08	Neutral
702	2022-04-14	18:37:08	Neutral
703	2022-04-14	18:37:08	Neutral
704	2022-04-14	18:37:08	Neutral
705	2022-04-14	18:37:08	Neutral
706	2022-04-14	18:37:08	Neutral
707	2022-04-14	18:37:08	Neutral
708	2022-04-14	18:37:08	Neutral
709	2022-04-14	18:37:08	Neutral
710	2022-04-14	18:37:08	Neutral
711	2022-04-14	18:37:09	Neutral
712	2022-04-14	18:37:09	Neutral
713	2022-04-14	18:37:09	Neutral
714	2022-04-14	18:37:09	Neutral
715	2022-04-14	18:37:09	Neutral
716	2022-04-14	18:37:09	Neutral
717	2022-04-14	18:37:09	Neutral
718	2022-04-14	18:37:09	Neutral
719	2022-04-14	18:37:09	Neutral
720	2022-04-14	18:37:09	Neutral
721	2022-04-14	18:37:09	Neutral
